" Cloud Service Provider"," Cloud Service Offering"," Type"," Service Model"," Leveraged A T O"," Authorization Date"," Announcement Date"," Agency"," Subagency"," Independent Assessor"," Package Id"
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Department of the Interior,Bureau of Land Management,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,FR1818161169
NetComm,Beacon,Agency,SaaS,No,09/18/2018,01/15/2016,Department of Health and Human Services,,"Coalfire Systems, Inc.",F1508127183
"NetDocuments Software, Inc.",NetDocuments Document Management System (DMS),Agency,SaaS,No,,,Department of Justice,,"Schellman & Company, LLC",FR2028977567
"Netskope, Inc.",Netskope OneCloud Government,Agency,SaaS,No,08/01/2019,09/23/2019,Department of Health and Human Services,,Kratos,FR1831538827
"Netskope, Inc.",Netskope OneCloud Government,Agency,SaaS,Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,FR1831538827
"Netskope, Inc.",Netskope OneCloud Government,Agency,SaaS,Yes,,,United States Agency for International Development,,,FR1831538827
"Netskope, Inc.",Netskope Security Cloud,Agency,SaaS,No,,,Department of Veterans Affairs,,Kratos,FR2105946715
New Relic,New Relic,Agency,SaaS,No,02/27/2020,03/02/2020,Executive Office of the President,,"Schellman & Company, LLC",F1607057910
New Relic,New Relic,Agency,SaaS,Yes,,,Department of Homeland Security,United States Citizenship and Immigration Services,,F1607057910
"Newyu, Inc.",LibreView for US Government,Agency,SaaS,No,03/12/2020,05/12/2020,Department of Veterans Affairs,,Kratos,FR2000174962
NICE inContact,NICE inContact CXone Customer Experience Platform,Agency,SaaS,No,08/22/2017,04/09/2018,Department of Defense,,The Cadence Group,FR1704655535
NICE inContact,NICE inContact CXone Customer Experience Platform,Agency,SaaS,Yes,,,Federal Trade Commission,,,FR1704655535
NICE inContact,NICE inContact CXone Customer Experience Platform,Agency,SaaS,Yes,,,Department of Education,Federal Student Aid,,FR1704655535
NICE inContact,NICE inContact CXone Customer Experience Platform,Agency,SaaS,Yes,,,Department of Labor,,,FR1704655535
Nintex,Nintex Drawloop DocGen,Agency,SaaS,No,03/06/2020,03/25/2020,Department of Veterans Affairs,,"Lunarline, Inc.",FR2001462460
Nintex,Nintex Drawloop DocGen,Agency,SaaS,Yes,,,Department of Homeland Security,United States Citizenship and Immigration Services,,FR2001462460
Nuance,Dragon Medical One,Agency,SaaS,No,,,Department of Veterans Affairs,,"Lunarline, Inc.",FR2102036897
Nutanix,Nutanix Government Cloud Services,Agency,"PaaS, SaaS",No,03/19/2020,05/01/2020,Department of Commerce,,"Coalfire Systems, Inc.",FR1824038232
OCLC Incorporated,WorldShare Management Services,Agency,SaaS,No,06/18/2020,07/01/2020,Department of Commerce,,"Schellman & Company, LLC",FR1734750951
Okta,Okta IDaaS FedCloud,,SaaS,No,,,,,"Schellman & Company, LLC",FR2029348431
"Okta ",Okta IDaaS Regulated Cloud,Agency,SaaS,No,06/01/2020,04/26/2017,Department of Justice,,"Schellman & Company, LLC",F1512167750
"Okta ",Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Surface Transportation Board,,,F1512167750
"Okta ",Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Federal Communications Commission,,,F1512167750
"Okta ",Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Federal Trade Commission,,,F1512167750
"Okta ",Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Consumer Financial Protection Bureau,,,F1512167750
"Okta ",Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,F1512167750
"Okta ",Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Universal Service Administrative Company,,,F1512167750
"Okta ",Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,F1512167750
"Okta ",Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Defense,United States Air Force,,F1512167750
"Okta ",Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Justice,Office of Justice Programs,,F1512167750
"Okta ",Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Veterans Affairs,,,F1512167750
"Okta ",Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Transportation,Federal Aviation Administration,,F1512167750
"Okta ",Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Health and Human Services,Centers for Medicare & Medicaid Services,,F1512167750
"Okta ",Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Education,,,F1512167750
OMB,MAX.gov Shared Services,Agency,SaaS,No,06/09/2014,06/09/2014,Executive Office of the President,,"Sera-Brynn, LLC",AGENCYMAX
OMB,MAX.gov Shared Services,Agency,SaaS,Yes,,,United States Office of Government Ethics,,,AGENCYMAX
OMB,MAX.gov Shared Services,Agency,SaaS,Yes,,,Department of Commerce,National Institute of Standards and Technology,,AGENCYMAX
OMB,MAX.gov Shared Services,Agency,SaaS,Yes,,,United States Trade and Development Agency,,,AGENCYMAX
OneSpan Inc.,"OneSpan Sign, E-Signature and Digital Signature Service",Agency,SaaS,No,10/16/2018,05/03/2019,Department of Agriculture,,"Lunarline, Inc.",FR1828848692
OneSpan Inc.,"OneSpan Sign, E-Signature and Digital Signature Service",Agency,SaaS,Yes,,,Department of Commerce,United States Census Bureau,,FR1828848692
OneStream Software,OneStream XF Cloud,Agency,SaaS,No,07/19/2019,09/18/2018,Department of the Treasury,,"First Information Technology Services, Inc.",FR1721059275
OneStream Software,OneStream XF Cloud,Agency,SaaS,Yes,,,Department of Commerce,FirstNet,,FR1721059275
OnSolve LLC,OnSolve Platform for Critical Event Management,Agency,SaaS,No,,,Tennessee Valley Authority,,"Coalfire Systems, Inc.",FR2100059668
Opus Interactive,OpusGov (OG),,"IaaS, PaaS",No,,,,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR1906574488
Oracle,Aconex for Defense,Agency,SaaS,No,04/16/2021,10/30/2020,Department of Defense,,"Coalfire Systems, Inc.",FR1712871948
Oracle,Enterprise Planning and Budgeting Cloud Services a component of Oracle Enterprise Performance Management (EPM),Agency,SaaS,No,06/26/2018,09/26/2018,Federal Deposit Insurance Corporation,,"Coalfire Systems, Inc.",F1607077914
Oracle,Enterprise Planning and Budgeting Cloud Services a component of Oracle Enterprise Performance Management (EPM),Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,F1607077914
Oracle,Enterprise Planning and Budgeting Cloud Services a component of Oracle Enterprise Performance Management (EPM),Agency,SaaS,Yes,,,U.S. International Development Finance Corporation,,,F1607077914
Oracle,Federal Managed Cloud Services,JAB,IaaS,No,02/26/2014,02/26/2014,JAB Authorization,,"Coalfire Systems, Inc.",F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,National Endowment for the Humanities,,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Department of Defense,Defense Information Systems Agency,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Federal Housing Finance Agency,,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Federal Housing Finance Agency,FHFA Office of the Inspector General,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Department of the Treasury,Bureau of Engraving and Printing,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Department of the Treasury,Bureau of Engraving and Printing,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Department of Health and Human Services,,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Department of the Treasury,Bureau of the Fiscal Service,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,U.S. International Development Finance Corporation,,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,United States Government Publishing Office,,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Department of Housing and Urban Development,,,F1209041518
Oracle,Fusion Cloud,Agency,SaaS,No,10/16/2019,01/13/2020,Department of Energy,,"Coalfire Systems, Inc.",F1603257882
Oracle,Fusion Cloud,Agency,SaaS,Yes,,,Federal Reserve System,,,F1603257882
Oracle,Fusion Cloud,Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,F1603257882
Oracle,Government Cloud - Common Controls,JAB,IaaS,No,03/14/2018,03/14/2018,JAB Authorization,,"Coalfire Systems, Inc.",F1508277234
Oracle,Government Cloud - Common Controls,JAB,IaaS,Yes,,,Nuclear Regulatory Commission,,,F1508277234
Oracle,Government Cloud - Common Controls,JAB,IaaS,Yes,,,Department of Education,,,F1508277234
Oracle,Oracle Cloud Infrastructure-Government Cloud,JAB,"IaaS, PaaS",No,10/01/2020,10/01/2020,JAB Authorization,,"Schellman & Company, LLC",FR1900048743
Oracle,Oracle Cloud Infrastructure-Government Cloud,JAB,"IaaS, PaaS",Yes,,,Department of the Treasury,,,FR1900048743
Oracle,Oracle Cloud Infrastructure-Government Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Homeland Security,Customs and Border Protection,,FR1900048743
Oracle,Oracle Cloud Infrastructure-Government Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Defense,Defense Information Systems Agency,,FR1900048743
Oracle,Oracle Service Cloud,JAB,SaaS,No,12/05/2014,12/05/2014,JAB Authorization,,"Coalfire Systems, Inc.",F1206061351
Oracle,Oracle Service Cloud,JAB,SaaS,Yes,,,Department of Defense,Defense Information Systems Agency,,F1206061351
Oracle,Oracle Service Cloud,JAB,SaaS,Yes,,,National Aeronautics and Space Administration,,,F1206061351
Oracle,Oracle Service Cloud,JAB,SaaS,Yes,,,Department of Homeland Security,Customs and Border Protection,,F1206061351
Oracle,Oracle Service Cloud,JAB,SaaS,Yes,,,Department of Defense,United States Air Force,,F1206061351
Oracle,Oracle Service Cloud,JAB,SaaS,Yes,,,Department of Veterans Affairs,,,F1206061351
Oracle,Oracle Service Cloud,JAB,SaaS,Yes,,,Department of Education,Federal Student Aid,,F1206061351
Oracle,Oracle Service Cloud,JAB,SaaS,Yes,,,Pension Benefit Guaranty Corporation,,,F1206061351
Oracle,Oracle Service Cloud (DOD),Agency,SaaS,No,08/14/2015,08/14/2015,Department of Defense,,"Coalfire Systems, Inc.",F1304012002
Oracle,Taleo Cloud - U.S. Government Cloud,Agency,SaaS,No,06/26/2020,08/21/2017,Department of Justice,,"Coalfire Systems, Inc.",F1603227880
Oracle,Taleo Cloud - U.S. Government Cloud,Agency,SaaS,Yes,,,Federal Reserve System,,,F1603227880
Oracle,Taleo Cloud - U.S. Government Cloud,Agency,SaaS,Yes,,,Department of Education,Federal Student Aid,,F1603227880
ORock Technologies,ORock HighCloud,,"IaaS, PaaS",No,,,,,"Schellman & Company, LLC",F1503096502A
ORock Technologies,ORockCloud,Agency,"IaaS, PaaS",No,12/19/2018,06/27/2018,Department of Defense,,"Schellman & Company, LLC",F1503096502
ORock Technologies,ORockCloud,Agency,"IaaS, PaaS",Yes,,,Department of Defense,Joint Communications Support Element,,F1503096502
Palantir Technologies Inc.,Palantir Federal Cloud Service,Agency,SaaS,No,09/26/2019,12/04/2019,Department of Health and Human Services,,"Schellman & Company, LLC",FR1912671248
Palantir Technologies Inc.,Palantir Federal Cloud Service,Agency,SaaS,Yes,,,Department of the Treasury,Internal Revenue Service,,FR1912671248
Palantir Technologies Inc.,Palantir Federal Cloud Service,Agency,SaaS,Yes,,,Department of Veterans Affairs,,,FR1912671248
Palantir Technologies Inc.,Palantir Federal Cloud Service,Agency,SaaS,Yes,,,Department of Defense,Defense Information Systems Agency,,FR1912671248
Palantir Technologies Inc.,Palantir Federal Cloud Service,Agency,SaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,FR1912671248
Palantir Technologies Inc.,Palantir Federal Cloud Service,Agency,SaaS,Yes,,,Department of Energy,National Nuclear Security Administration,,FR1912671248
"Palo Alto Networks, Inc.",Palo Alto Networks Government Cloud Services,Agency,SaaS,No,10/09/2020,01/21/2021,Federal Housing Finance Agency,,Kratos,FR1913470600
"Palo Alto Networks, Inc.",Palo Alto Networks Government Cloud Services,Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,FR1913470600
"Palo Alto Networks, Inc.",Palo Alto Networks Government Cloud Services - Prisma Access,Agency,SaaS,No,,,U.S. International Development Finance Corporation,,Kratos,FR2015148466
"Palo Alto Networks, Inc.",Palo Alto Networks Government Cloud Services - WildFire,Agency,SaaS,No,03/27/2019,07/23/2019,Department of Defense,,Kratos,FR1812446342
"Palo Alto Networks, Inc.",Palo Alto Networks Government Cloud Services - WildFire,Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,FR1812446342
"Palo Alto Networks, Inc.",Palo Alto Networks Government Cloud Services - WildFire,Agency,SaaS,Yes,,,Federal Housing Finance Agency,FHFA Office of the Inspector General,,FR1812446342
"Palo Alto Networks, Inc.",Palo Alto Networks Government Cloud Services - WildFire,Agency,SaaS,Yes,,,Department of Energy,,,FR1812446342
"Palo Alto Networks, Inc.",Palo Alto Networks Government Cloud Services - WildFire,Agency,SaaS,Yes,,,Department of Energy,Bonneville Power Administration,,FR1812446342
"Palo Alto Networks, Inc.",Palo Alto Networks Government Cloud Services - WildFire,Agency,SaaS,Yes,,,Department of Commerce,National Oceanic and Atmospheric Administration,,FR1812446342
"Palo Alto Networks, Inc.",ZingBox IoT Guardian,Agency,SaaS,No,,,Department of Veterans Affairs,,Kratos,FR1831150485
Pegasystems Inc,Pega Cloud for Government,Agency,"PaaS, SaaS",No,02/17/2021,03/15/2019,Department of Justice,,Kratos,F1306282198
Pegasystems Inc,Pega Cloud for Government,Agency,"PaaS, SaaS",Yes,,,Department of Health and Human Services,Food and Drug Administration,,F1306282198
Pegasystems Inc,Pega Cloud for Government,Agency,"PaaS, SaaS",Yes,,,Department of Veterans Affairs,,,F1306282198
Peraton Corporation,Next Generation Cloud Platform,Agency,"PaaS, SaaS",No,03/04/2020,03/02/2018,United States Agency for Global Media,,"Coalfire Systems, Inc.",FR1716961549
Peraton Corporation,Next Generation Cloud Platform,Agency,"PaaS, SaaS",Yes,,,Department of Veterans Affairs,,,FR1716961549
Pitney Bowes,SendPro 360,Agency,SaaS,No,,,Department of Veterans Affairs,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR2102577114
PowerTrain Inc.,Web Development and Hosting,Agency,SaaS,No,12/19/2019,04/27/2017,Office of Personnel Management,,"MindPoint Group, LLC",F1405214357
PowerTrain Inc.,Web Development and Hosting,Agency,SaaS,Yes,,,Department of Energy,,,F1405214357
PowerTrain Inc.,Web Development and Hosting,Agency,SaaS,Yes,,,Department of State,State Office of the Inspector General,,F1405214357
PowerTrain Inc.,Web Development and Hosting,Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,F1405214357
PowerTrain Inc.,Web Development and Hosting,Agency,SaaS,Yes,,,Department of Defense,Defense Counterintelligence and Security Agency,,F1405214357
Project Hosts,Federal Private Cloud,Agency,PaaS,No,05/31/2018,03/11/2016,Federal Housing Finance Agency,,"Coalfire Systems, Inc.",F1403283529
Project Hosts,Federal Private Cloud,Agency,PaaS,Yes,,,Department of Justice,Office of Justice Programs,,F1403283529
Project Hosts,Federal Private Cloud,Agency,PaaS,Yes,,,Department of Energy,Federal Energy Regulatory Commission,,F1403283529
Project Hosts,Federal Private Cloud,Agency,PaaS,Yes,,,Department of Veterans Affairs,,,F1403283529
Project Hosts,Federal Private Cloud,Agency,PaaS,Yes,,,Department of Defense,Defense Information Systems Agency,,F1403283529
Project Hosts,Federal Private Cloud,Agency,PaaS,Yes,,,Department of Defense,Defense Security Cooperation Agency,,F1403283529
Project Hosts,Federal Private Cloud,Agency,PaaS,Yes,,,Department of Education,,,F1403283529
Project Hosts,Federal Private Cloud,Agency,PaaS,Yes,,,Department of Defense,Department of the Navy,,F1403283529
"Proofpoint, Inc.",Proofpoint Email and Information Protection Service,Agency,SaaS,No,06/12/2019,01/15/2020,Federal Communications Commission,,"Schellman & Company, LLC",FR1720461312
"Proofpoint, Inc.",Proofpoint Email and Information Protection Service,Agency,SaaS,Yes,,,Department of Energy,National Nuclear Security Administration / Lawrence Livermore National Laboratory,,FR1720461312
"Proofpoint, Inc.",Proofpoint Email Archive,Agency,SaaS,No,11/07/2018,11/23/2016,Department of Transportation,,"Schellman & Company, LLC",F1304222071
"Proofpoint, Inc.",Proofpoint Email Archive,Agency,SaaS,Yes,,,Department of Agriculture,,,F1304222071
"Proofpoint, Inc.",Proofpoint Email Archive,Agency,SaaS,Yes,,,Corporation for National & Community Service (CNCS),,,F1304222071
"Proofpoint, Inc.",Proofpoint Targeted Attack Protection,Agency,SaaS,No,06/12/2019,01/15/2020,Federal Communications Commission,,"Schellman & Company, LLC",FR1819168894
"Proofpoint, Inc.",Proofpoint Targeted Attack Protection,Agency,SaaS,Yes,,,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,,FR1819168894
"Proofpoint, Inc.",Proofpoint Targeted Attack Protection,Agency,SaaS,Yes,,,Department of Energy,National Nuclear Security Administration / Lawrence Livermore National Laboratory,,FR1819168894
PTC,PTC Cloud Services,Agency,SaaS,No,04/22/2020,12/01/2017,National Aeronautics and Space Administration,,Kratos,F1608097919
Public Health Foundation,TRAIN Learning Network,Agency,SaaS,No,,,Department of Veterans Affairs,,"Coalfire Systems, Inc.",FR2113157410
"QGenda, LLC",QGenda,Agency,SaaS,No,03/19/2020,03/23/2020,Department of Veterans Affairs,,The Cadence Group,FR1924942935
Qualtrics,Qualtrics XM Platform,Agency,SaaS,No,06/20/2018,06/29/2018,Department of Health and Human Services,,"Schellman & Company, LLC",F1606097904
Qualtrics,Qualtrics XM Platform,Agency,SaaS,Yes,,,Consumer Product Safety Commission,,,F1606097904
Qualtrics,Qualtrics XM Platform,Agency,SaaS,Yes,,,Department of Commerce,United States Census Bureau,,F1606097904
Qualtrics,Qualtrics XM Platform,Agency,SaaS,Yes,,,Social Security Administration,,,F1606097904
Qualtrics,Qualtrics XM Platform,Agency,SaaS,Yes,,,Department of Energy,,,F1606097904
Qualtrics,Qualtrics XM Platform,Agency,SaaS,Yes,,,Department of Veterans Affairs,,,F1606097904
Qualtrics,Qualtrics XM Platform,Agency,SaaS,Yes,,,Consumer Financial Protection Bureau,,,F1606097904
Qualtrics,Qualtrics XM Platform,Agency,SaaS,Yes,,,Department of Energy,,,F1606097904
Qualtrics,Qualtrics XM Platform,Agency,SaaS,Yes,,,General Services Administration,,,F1606097904
Qualtrics,Qualtrics XM Platform,Agency,SaaS,Yes,,,United States International Trade Commission,,,F1606097904
Qualtrics,Qualtrics XM Platform,Agency,SaaS,Yes,,,National Science Foundation,,,F1606097904
Qualtrics,Qualtrics XM Platform,Agency,SaaS,Yes,,,Department of Commerce,FirstNet,,F1606097904
Qualtrics,Qualtrics XM Platform,Agency,SaaS,Yes,,,Environmental Protection Agency,,,F1606097904
Qualys,Qualys Cloud Platform,Agency,SaaS,No,01/17/2018,11/02/2016,Department of Health and Human Services,,"Coalfire Systems, Inc.",F1508207205
Qualys,Qualys Cloud Platform,Agency,SaaS,Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,F1508207205
Qualys,Qualys Cloud Platform,Agency,SaaS,Yes,,,Department of the Treasury,Internal Revenue Service,,F1508207205
QuestionMark,Questionmark OnDemand for Government,Agency,SaaS,No,10/09/2019,10/23/2019,Department of Homeland Security,,"Schellman & Company, LLC",F1605027892
QuestionMark,Questionmark OnDemand for Government,Agency,SaaS,Yes,,,Department of Defense,United States Air Force,,F1605027892
QuestionMark,Questionmark OnDemand for Government,Agency,SaaS,Yes,,,Department of Defense,United States Air Force,,F1605027892
"R&K Solutions, Inc",GoRPM,Agency,SaaS,No,01/18/2021,08/06/2019,Department of Defense,,"Schellman & Company, LLC",FR1733061545
Rackspace Government Solutions,Rackspace Government Cloud,JAB,PaaS,No,10/09/2015,10/09/2015,JAB Authorization,,"Coalfire Systems, Inc.",F1510137547
Rackspace Government Solutions,Rackspace Government Cloud,JAB,PaaS,Yes,,,Department of Energy,Federal Energy Regulatory Commission,,F1510137547
Rackspace Government Solutions,Rackspace Government Cloud,JAB,PaaS,Yes,,,Department of the Treasury,Internal Revenue Service,,F1510137547
Rackspace Government Solutions,Rackspace Government Cloud,JAB,PaaS,Yes,,,Department of Education,,,F1510137547
Rackspace Government Solutions,Rackspace Government Cloud,JAB,PaaS,Yes,,,National Science Foundation,,,F1510137547
Rackspace Government Solutions,Rackspace Government Cloud,JAB,PaaS,Yes,,,Department of Veterans Affairs,,,F1510137547
Rackspace Government Solutions,Rackspace Government Cloud,JAB,PaaS,Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,F1510137547
Rackspace Government Solutions,Rackspace Government Cloud,JAB,PaaS,Yes,,,Department of Defense,Defense Information Systems Agency,,F1510137547
Rackspace Government Solutions,Rackspace Government Cloud,JAB,PaaS,Yes,,,Department of Homeland Security,United States Coast Guard,,F1510137547
Rave Mobile Safety,Rave Alert,Agency,SaaS,No,09/25/2020,12/11/2020,Department of Energy,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR1722838693
REAN Cloud Inc.,American Heart Association Precision Medicine Platform (AHA-PMP),Agency,SaaS,No,07/23/2018,07/23/2019,Department of Health and Human Services,,"NCC Group Security Services, Inc.",FR1726637760
"Recovery Point Systems, Inc.",INCloud Gov,Agency,IaaS,No,,,Department of Energy,,SecureIT,FR1806354023
Relativity ODA LLC,RelativityOne Government,Agency,SaaS,No,09/10/2020,11/05/2020,Environmental Protection Agency,,"Coalfire Systems, Inc.",FR2004753002
Relocation Management Worldwide (RMW),Virtual Employee Network (VEN™),Agency,SaaS,No,12/16/2019,01/31/2020,Department of the Interior,,"Lunarline, Inc.",FR1815547467
Replicon,Replicon Cloud Platform (Enterprise Time Tracking Platform),Agency,SaaS,No,01/17/2020,02/11/2020,Department of Agriculture,,"Schellman & Company, LLC",F1606087903
Rescale,Rescale ScaleX Government,Agency,"PaaS, SaaS",No,,,Department of Energy,,The Cadence Group,FR1931476240
"Research Dataware, LLC",IRBNet on GovCloud,Agency,SaaS,No,,,Department of Veterans Affairs,,"Lunarline, Inc.",FR2100757165
RSA,SecurID – Federal Edition,Agency,SaaS,No,,,Department of Commerce,,"Coalfire Systems, Inc.",FR2102652499
RSA,SecurID – Federal Edition - JAB,JAB,SaaS,No,,,JAB Authorization,,"Coalfire Systems, Inc.",FR2102652499A
"SailPoint Technologies Holdings, Inc.",IdentityIQ,Agency,PaaS,No,07/20/2020,03/17/2021,Department of Justice,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR2001938710
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",No,11/02/2020,05/23/2014,Department of Health and Human Services,,"Coalfire Systems, Inc.",AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,National Archives and Records Administration,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Energy,Energy Information Administration,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Energy,National Nuclear Security Administration / Lawrence Livermore National Laboratory,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,United States Securities and Exchange Commission,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Housing and Urban Development,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,United States Securities and Exchange Commission,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Corporation for National & Community Service (CNCS),,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Homeland Security,United States Citizenship and Immigration Services,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Consumer Financial Protection Bureau,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Commerce,National Institute of Standards and Technology,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Small Business Administration,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Federal Deposit Insurance Corporation,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of the Interior,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Agriculture,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,National Science Foundation,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Education,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Homeland Security,Transportation Security Administration,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Justice,Federal Bureau of Investigation,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of the Treasury,Bureau of Engraving and Printing,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Health and Human Services,Food and Drug Administration,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Defense,Defense Information Systems Agency,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,United States Agency for International Development,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Labor,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Environmental Protection Agency,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of the Treasury,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Transportation,Federal Aviation Administration,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Health and Human Services,Centers for Medicare & Medicaid Services,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,U.S. International Development Finance Corporation,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,General Services Administration,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,United States International Trade Commission,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Labor,Occupational Safety and Health Administration,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Pretrial Services Agency,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Labor,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Office of Personnel Management,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Environmental Protection Agency,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Homeland Security,Customs and Border Protection,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Defense,Defense Logistics Agency,,AGENCYSF
